country,date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,GDP per capita
Luxembourg,1960-01-01,,,,,,,,,,4548.2052425391,,,,0.449620296389857,,,,,,,,,,,,,,,0.906952919286089,703925705.942958,,,,,,,,,,,16.0,11.8,68.5925365853659,313970.0,95585.0,,,,2242.0158166161036
Luxembourg,1961-01-01,,,,934.0,,,,,,4630.02414429768,,,,0.48243359063082,,,,,,,,,,,,,,,1.00015206896733,704145671.350213,,,,,,,,,,,16.1,11.4,69.2668292682927,316845.0,95285.0,,,,2222.3663663627735
Luxembourg,1962-01-01,,,,934.0,,,,,,5094.31021044427,,,,0.895946647339897,,,,,,,,,,,,,,,1.16246371645813,741509480.796284,,,,,,,,,,,16.0,12.6,68.1051707317073,320750.0,94804.0,,,,2311.7988489361933
Luxembourg,1963-01-01,,,,934.0,,,,,,7016.35297747609,,,,2.87632246212668,,,,,,,,,,,,,,,1.0672209514909,791140595.772755,,,,,,,,,,,15.8,12.1,68.7219268292683,324100.0,94141.0,,,,2441.0385553000774
Luxembourg,1964-01-01,,,,934.0,,,,,,8692.60106788711,,,,3.09638151245736,,,,,,,,,,,,,,,1.24585400836772,903158753.943622,,,,,,,,,,,16.0,11.8,69.3916829268293,327750.0,93543.0,,,,2755.63311653279
Luxembourg,1965-01-01,,,,934.0,,,,,,9107.08898944193,,,,3.33367932929353,,,,,,,,,,,,,,,1.22031510134833,921600736.304026,,,,,,,,,,,16.0,12.2,69.0254146341464,331500.0,92959.0,,,,2780.09271886584
Luxembourg,1966-01-01,,,,934.0,,,,,,9541.9218616631,,,,3.33167977254562,,,,,,,,,,,,,,,1.21187901587785,968440149.470951,,,,,,,,,,,15.6,12.1,69.1756341463415,333895.0,91981.0,,,,2900.4332184397817
Luxembourg,1967-01-01,,,,934.0,,,,,,9495.66411438977,,,,2.16615698739849,,,,,,,,,,,,,,,0.996085872127087,974721762.535327,,,,,,,,,,,14.8,12.3,69.2340243902439,334995.0,90646.0,,,,2909.6606293685786
Luxembourg,1968-01-01,,,,934.0,,,,,,9209.4685127289,,,,2.62542908963153,,,,,,,,,,,,,,,0.825022794421924,1066447130.82052,,,,,,,,,,,14.0,12.2,69.6624390243903,335850.0,89252.0,,,,3175.367368826917
Luxembourg,1969-01-01,,,,934.0,,,,,,10260.7407407407,,,,2.29443437047165,,,,,,,,,,,,,,,0.737580771306242,1234878980.502,,,,,,,,,,,13.3,12.4,69.4807073170732,337500.0,88081.0,,,,3658.900682968889
Luxembourg,1970-01-01,,,,934.0,,,,,,10649.4953872825,,,,4.63935344389948,,,,,,,,,,,,,,,0.681993152418119,1457768455.02219,,,,,,,2.30026006698608,,,,13.0,12.2,69.5932195121951,339171.0,86916.0,,,,4298.033897421035
Luxembourg,1971-01-01,,,,934.0,,,,,,11871.3513481942,,,,4.67221498041397,,,,,,,,,,,,,,,0.712646825176389,1518773421.37846,,,,,,,2.85506010055542,,,,13.0,12.8,69.195243902439,342421.0,85893.0,,,,4435.39800823682
Luxembourg,1972-01-01,,,,934.0,,,,,,11661.8580496249,,,,5.22568050555548,,,,,16.6648840163336,23.0075515367805,,,,,,,,,0.738045903344618,1901697369.62698,,,,,,,2.74079990386963,,,,11.8,11.9,70.3215853658537,346600.0,84820.0,,,,5486.720627890883
Luxembourg,1973-01-01,,,,934.0,,,,,,11796.2619489228,,,,6.06809835910203,,,,,17.1956175543491,22.0263553008659,,,,,,,,,0.706935166712404,2609875802.11136,,,,,,,2.81235003471375,,,,10.8,12.0,70.2403658536585,350450.0,83663.0,,,,7447.213017866628
Luxembourg,1974-01-01,,,,934.0,,,,,,13108.0129559217,,,,9.54065541660593,,,,,17.6591034149909,21.5894413320038,,,,,,,,,0.685000056287078,3183637116.81856,,,,,,,,,,,11.1,12.2,70.1571707317073,355050.0,82666.0,,,,8966.72895879048
Luxembourg,1975-01-01,,,,934.0,,,,,,10642.1507173701,,,,10.7176711339197,,,,,20.6651716622617,29.751997081871,,,,,,,,,0.869718940134074,3123333333.33333,,,,,,,3.42302989959717,,,,11.1,12.2,70.2986097560976,358950.0,81492.0,,,,8701.304731392478
Luxembourg,1976-01-01,,,,934.0,,,,,,11487.78452642,,,,9.79734643716296,,,,,20.3338890647363,30.2772553936205,,,,,,,,,0.890996863139468,3423586206.89655,,,,,,,3.61462998390198,,,,10.9,12.5,69.9751463414634,360731.0,79841.0,,,,9490.690311884895
Luxembourg,1977-01-01,,,,934.0,,,,,,10443.9364840408,,,,6.70549411450666,,,,,22.8167549575026,33.0187284542644,,,,,,,,,0.906504943377878,3789321328.08104,,,,,,,3.69379997253418,,,,11.2,11.3,71.4586585365854,361358.0,77959.0,,,,10486.335789109526
Luxembourg,1978-01-01,,,,934.0,,,,,,10806.4208703147,,,,3.09466077424648,,,,,23.6738678197696,31.8594541801923,,,,,,,,,0.929190840976478,4718539771.99949,,,,,,,4.33933019638062,,,,11.2,11.6,71.4958048780488,362007.0,76112.0,,,,13034.38820796142
Luxembourg,1979-01-01,,,,934.0,,,,,,10982.3180545451,,,,4.54652779042165,,,,,21.882178756466,32.7648455921791,,,,,,,,,0.918695859255976,5516982663.73143,,,,,,,4.40278005599976,,,,11.2,11.0,72.3307804878049,362856.0,74338.0,,,,15204.330819199435
Luxembourg,1980-01-01,,,,934.0,,,,,,10784.0175751751,,,,6.29990006244593,,,,,22.3360867723821,33.3271752250907,,,,,,,,,1.04184420341133,6019805490.41247,,,,,,,4.55202007293701,,,,11.4,11.3,72.2068048780488,364150.0,72677.0,,,,16531.11489883968
Luxembourg,1981-01-01,,,,934.0,,,,,,11089.054692313,,,,8.07294375934595,,,,,22.7961717039032,35.1141199105782,,,,,,,,,1.09342002947633,5053665797.47936,,,,,,,4.68798017501831,,,,12.1,11.2,72.369756097561,365225.0,71423.0,,,,13837.129981461729
Luxembourg,1982-01-01,,,,934.0,,,,,,10992.408180015,,,,9.35705099427382,,,,,22.9337644029616,35.6998968605158,,,,,,,,,1.07715200754963,4602316793.21914,,,,,,,5.2756199836731,,,,11.8,11.3,72.6503414634146,365525.0,71274.0,,,,12590.976795620381
Luxembourg,1983-01-01,,,,934.0,,,,,,11137.1853991281,,,,8.66927159808522,,,,,25.4522842339065,35.528497644826,,,,,,,,,1.08824129427353,4524217751.47929,,,,,,,3.31966996192932,,,,11.4,11.3,72.7811219512195,365622.0,71088.0,,,,12374.030423440849
